SMPLID,Habitat,Individual,Dataset,Acc.no,total input read (pairs),Rejected 1st read pair,Rejected 2nd read pair,Accepted 1st read pair,Accepted 2nd read pair,Singleton 1st read pair,Singleton 2nd read pair,Avg read length,AvgQual read quality (if quality information available),average accumulated Error,Latitude,Longitude,Date when the sample was collected.
NHS140,NARE_R1/,HV08,Skin,SRA_Bioproject_46333,87651,16683,24159,70968,63492,11748,4272,97,34.1,0.33,-,-,-
NHS141,POPLITEALFOSSA_L1/,HV08,Skin,SRA_Bioproject_46333,4554213,320289,861493,4233924,3692720,649310,108106,99.1,35.1,0.225,-,-,-
NHS142,RETROAURICULARCREASE_L1/,HV08,Skin,SRA_Bioproject_46333,200427,27574,57248,172853,143179,34849,5175,98.1,34.4,0.263,-,-,-
NHS143,TOEWEBSPACE_L1/,HV08,Skin,SRA_Bioproject_46333,8730187,660939,1317484,8069248,7412703,950336,293791,99,34.9,0.221,-,-,-
NHS144,TOEWEBSPACE_R1/,HV08,Skin,SRA_Bioproject_46333,13076359,1180441,1666604,11895918,11409755,1096990,610827,98.6,34.5,0.253,-,-,-
NHS145,VOLARFOREARM_L1/,HV08,Skin,SRA_Bioproject_46333,8746162,685410,1782539,8060752,6963623,1295004,197875,98.7,35.1,0.227,-,-,-
NHS146,ALARCREASE_R1/,HV09,Skin,SRA_Bioproject_46333,3649979,293350,532094,3356629,3117885,344009,105265,99.2,34.5,0.223,-,-,-
NHS147,ANTECUBITALFOSSA_R1/,HV09,Skin,SRA_Bioproject_46333,129264143,4328012,9801567,124936131,119462576,7181388,1707833,31.7,1.7,0.111,-,-,-
NHS148,BACK_C1/,HV09,Skin,SRA_Bioproject_46333,16532104,1199528,2311184,15332576,14220920,1546684,435028,99.4,34.4,0.216,-,-,-
NHS149,CHEEK_R1/,HV09,Skin,SRA_Bioproject_46333,6886178,342338,801456,6543840,6084722,587015,127897,100,35.1,0.153,-,-,-
NHS150,EXTERNALAUDITORYCANAL_R1/,HV09,Skin,SRA_Bioproject_46333,7286905,418553,460423,6868352,6826482,314700,272830,99.9,34.9,0.181,-,-,-
NHS151,GLABELLA_C1/,HV09,Skin,SRA_Bioproject_46333,10881724,619908,1097682,10261816,9784042,752166,274392,99.9,34.8,0.17,-,-,-
NHS152,HYPOTHENARPALM_R1/,HV09,Skin,SRA_Bioproject_46333,216173343,11737011,18293884,204436332,197879459,12227437,5670564,16.2,14.2,0.123,-,-,-
NHS153,INGUINALCREASE_R1/,HV09,Skin,SRA_Bioproject_46333,15315745,482689,1333158,14833056,13982587,1026318,175849,100,35.7,0.122,-,-,-
NHS154,INTERDIGITALWEB_R1/,HV09,Skin,SRA_Bioproject_46333,273874461,15666855,37126686,258207606,236747775,27440774,5980943,0.283,1.6,0.15,-,-,-
NHS155,MANUBRIUM_C1/,HV09,Skin,SRA_Bioproject_46333,23822804,3382646,2402875,20440158,21419929,1245791,2225562,97.8,33.6,0.314,-,-,-
NHS156,OCCIPUT_C1/,HV09,Skin,SRA_Bioproject_46333,7058637,324337,849106,6734300,6209531,637973,113204,100,35.1,0.144,-,-,-
NHS157,PLANTARHEEL_R1/,HV09,Skin,SRA_Bioproject_46333,19020452,612023,1634552,18408429,17385900,1259486,236957,100,35.8,0.119,-,-,-
NHS158,POPLITEALFOSSA_R1/,HV09,Skin,SRA_Bioproject_46333,74092794,3604955,10824626,70487839,63268168,8313305,1093634,39.2,35.1,0.145,-,-,-
NHS159,RETROAURICULARCREASE_R1/,HV09,Skin,SRA_Bioproject_46333,8125287,713693,1016000,7411594,7109287,610938,308631,99,34.5,0.241,-,-,-
NHS160,TOENAIL_R1/,HV09,Skin,SRA_Bioproject_46333,6413749,143270,474296,6270479,5939453,386028,55002,101,36.3,0.107,-,-,-
NHS161,TOEWEBSPACE_R1/,HV09,Skin,SRA_Bioproject_46333,23943787,1001091,2405771,22942696,21538016,1791434,386754,100,35.3,0.14,-,-,-
NHS162,VOLARFOREARM_R1/,HV09,Skin,SRA_Bioproject_46333,16360900,673327,1572511,15687573,14788389,1170020,270836,100,35.8,0.12,-,-,-
NHS163,ALARCREASE_R1/,HV10,Skin,SRA_Bioproject_46333,6192360,272710,712378,5919650,5479982,539259,99591,100,35.1,0.137,-,-,-
NHS164,ANTECUBITALFOSSA_R1/,HV10,Skin,SRA_Bioproject_46333,19777096,948746,2155729,18828350,17621367,1531704,324721,100,35.1,0.138,-,-,-
NHS165,BACK_C1/,HV10,Skin,SRA_Bioproject_46333,6331316,304231,753487,6027085,5577829,561206,111950,100,34.9,0.151,-,-,-
NHS166,CHEEK_R1/,HV10,Skin,SRA_Bioproject_46333,4548672,225359,532171,4323313,4016501,391110,84298,100,35.0,0.152,-,-,-
NHS167,EXTERNALAUDITORYCANAL_R1/,HV10,Skin,SRA_Bioproject_46333,3364040,157916,470306,3206124,2893734,366850,54460,100,35.2,0.163,-,-,-
NHS168,GLABELLA_C1/,HV10,Skin,SRA_Bioproject_46333,16164169,1144023,2145582,15020146,14018587,1436859,435300,99.4,34.5,0.21,-,-,-
NHS169,HYPOTHENARPALM_R1/,HV10,Skin,SRA_Bioproject_46333,28424750,1340709,2510056,27084041,25914694,1697073,527726,100,35.2,0.144,-,-,-
NHS170,INGUINALCREASE_R1/,HV10,Skin,SRA_Bioproject_46333,2550033,85617,217383,2464416,2332650,165850,34084,100,35.6,0.113,-,-,-
NHS171,INTERDIGITALWEB_R1/,HV10,Skin,SRA_Bioproject_46333,75490454,3205520,7682706,72284934,67807748,5572726,1095540,40.9,35.4,0.131,-,-,-
NHS172,MANUBRIUM_C1/,HV10,Skin,SRA_Bioproject_46333,10384032,833272,1544311,9550760,8839721,1008666,297627,99.2,34.3,0.225,-,-,-
NHS173,OCCIPUT_C1/,HV10,Skin,SRA_Bioproject_46333,13363522,1028082,1987052,12335440,11376470,1314526,355556,99.3,34.4,0.219,-,-,-
NHS174,PLANTARHEEL_R1/,HV10,Skin,SRA_Bioproject_46333,6847061,676298,1227912,6170763,5619149,794675,243061,99.2,34.2,0.231,-,-,-
NHS175,POPLITEALFOSSA_R1/,HV10,Skin,SRA_Bioproject_46333,22866797,1301474,3657549,21565323,19209248,2681399,325324,100,34.8,0.164,-,-,-
NHS176,RETROAURICULARCREASE_R1/,HV10,Skin,SRA_Bioproject_46333,5440025,277632,691287,5162393,4748738,510570,96915,100,34.8,0.154,-,-,-
NHS177,TOENAIL_R1/,HV10,Skin,SRA_Bioproject_46333,2341688,104811,295387,2236877,2046301,228995,38419,100,35.2,0.135,-,-,-
NHS178,TOEWEBSPACE_R1/,HV10,Skin,SRA_Bioproject_46333,7600527,684078,1313069,6916449,6287458,874211,245220,99.2,34.2,0.227,-,-,-
NHS179,VOLARFOREARM_R1/,HV10,Skin,SRA_Bioproject_46333,6450905,296274,635460,6154631,5815445,460031,120845,100,35.1,0.14,-,-,-
NHS180,ALARCREASE_R1/,HV11,Skin,SRA_Bioproject_46333,4485333,325434,724616,4159899,3760717,509118,109936,99.4,34.5,0.213,-,-,-
NHS181,BACK_C1/,HV11,Skin,SRA_Bioproject_46333,16715853,1029908,2162626,15685945,14553227,1512302,379584,99.7,34.6,0.199,-,-,-
NHS182,CHEEK_R1/,HV11,Skin,SRA_Bioproject_46333,3806237,215703,505575,3590534,3300662,364931,75059,99.7,34.8,0.191,-,-,-
NHS183,EXTERNALAUDITORYCANAL_R1/,HV11,Skin,SRA_Bioproject_46333,5528142,333144,766567,5194998,4761575,545893,112470,99.6,34.8,0.193,-,-,-
NHS184,GLABELLA_C1/,HV11,Skin,SRA_Bioproject_46333,2119660,82690,250303,2036970,1869357,197214,29601,100,35.3,0.126,-,-,-
NHS185,HYPOTHENARPALM_R1/,HV11,Skin,SRA_Bioproject_46333,22494149,1169341,2609253,21324808,19884896,1844380,404468,100,35.1,0.149,-,-,-
NHS186,INGUINALCREASE_R1/,HV11,Skin,SRA_Bioproject_46333,3062261,145917,399603,2916344,2662658,306929,53243,100,35.1,0.15,-,-,-
NHS187,INTERDIGITALWEB_R1/,HV11,Skin,SRA_Bioproject_46333,22478086,1036182,2323977,21441904,20154109,1642097,354302,100,35.3,0.115,-,-,-
NHS188,MANUBRIUM_C1/,HV11,Skin,SRA_Bioproject_46333,12197116,646451,1517071,11550665,10680045,1108051,237431,100,34.8,0.162,-,-,-
NHS189,OCCIPUT_C1/,HV11,Skin,SRA_Bioproject_46333,12223452,828667,1681700,11394785,10541752,1163064,310031,99.5,34.7,0.203,-,-,-
NHS190,PLANTARHEEL_R1/,HV11,Skin,SRA_Bioproject_46333,17510928,1207338,2439941,16303590,15070987,1688833,456230,99.8,34.8,0.176,-,-,-
NHS191,POPLITEALFOSSA_R1/,HV11,Skin,SRA_Bioproject_46333,67650152,2597240,6499576,65052912,61150576,4795582,893246,34.3,35.4,0.126,-,-,-
NHS192,RETROAURICULARCREASE_R1/,HV11,Skin,SRA_Bioproject_46333,2983359,219455,457059,2763904,2526300,311383,73779,99.4,34.5,0.212,-,-,-
NHS193,TOENAIL_R1/,HV11,Skin,SRA_Bioproject_46333,652402,28683,95812,623719,556590,75922,8793,100,35.5,0.148,-,-,-
NHS194,TOEWEBSPACE_R1/,HV11,Skin,SRA_Bioproject_46333,16770686,601220,1477312,16169466,15293374,1118527,242435,100,35.5,0.156,-,-,-
NHS195,VOLARFOREARM_R1/,HV11,Skin,SRA_Bioproject_46333,15215733,649303,1655542,14566430,13560191,1237272,231033,100,35.3,0.14,-,-,-
NHS196,ALARCREASE_R1/,HV12,Skin,SRA_Bioproject_46333,5915699,427969,785764,5487730,5129935,520257,162462,99.3,34.4,0.218,-,-,-
NHS197,ANTECUBITALFOSSA_R1/,HV12,Skin,SRA_Bioproject_46333,20394329,950998,2097131,19443331,18297198,1470174,324041,100,35.1,0.153,-,-,-
NHS198,BACK_C1/,HV12,Skin,SRA_Bioproject_46333,15756634,562117,1413386,15194517,14343248,1065078,213809,100,35.4,0.122,-,-,-
NHS199,CHEEK_R1/,HV12,Skin,SRA_Bioproject_46333,2909997,121986,293772,2788011,2616225,216743,44957,100,35.1,0.139,-,-,-
NHS200,EXTERNALAUDITORYCANAL_R1/,HV12,Skin,SRA_Bioproject_46333,6102608,225751,506859,5876857,5595749,372646,91538,100,35.6,0.126,-,-,-
NHS201,GLABELLA_C1/,HV12,Skin,SRA_Bioproject_46333,4397535,170101,413101,4227434,3984434,307665,64665,100,35.3,0.127,-,-,-
NHS202,HYPOTHENARPALM_R1/,HV12,Skin,SRA_Bioproject_46333,96701764,3990596,9076118,92711168,87625646,6466566,1381044,7.68,35.2,0.129,-,-,-
NHS203,INGUINALCREASE_R1/,HV12,Skin,SRA_Bioproject_46333,2240660,69958,158515,2170702,2082145,116424,27867,100,35.7,0.122,-,-,-
NHS204,INTERDIGITALWEB_R1/,HV12,Skin,SRA_Bioproject_46333,9944783,389818,828677,9554965,9116106,588587,149728,100,35.4,0.134,-,-,-
NHS205,MANUBRIUM_C1/,HV12,Skin,SRA_Bioproject_46333,18200014,818809,1726823,17381205,16473191,1243076,335062,100,34.9,0.147,-,-,-
NHS206,OCCIPUT_C1/,HV12,Skin,SRA_Bioproject_46333,1465830,85608,177392,1380222,1288438,122855,31071,99.7,34.7,0.195,-,-,-
NHS207,PLANTARHEEL_R1/,HV12,Skin,SRA_Bioproject_46333,14895363,490222,1212624,14405141,13682739,915600,193198,100,35.7,0.145,-,-,-
NHS208,POPLITEALFOSSA_R1/,HV12,Skin,SRA_Bioproject_46333,15387531,604462,1153828,14783069,14233703,790023,240657,100,35.3,0.139,-,-,-
NHS209,RETROAURICULARCREASE_R1/,HV12,Skin,SRA_Bioproject_46333,4913004,210080,497460,4702924,4415544,367850,80470,100,35.1,0.14,-,-,-
NHS210,TOENAIL_R1/,HV12,Skin,SRA_Bioproject_46333,14710316,2281303,1092443,12429013,13617873,535952,1724812,97.6,33.6,0.336,-,-,-
NHS211,TOEWEBSPACE_R1/,HV12,Skin,SRA_Bioproject_46333,21028046,704676,1771308,20323370,19256738,1348412,281780,100,35.6,0.119,-,-,-
NHS212,VOLARFOREARM_R1/,HV12,Skin,SRA_Bioproject_46333,13239792,481680,1125105,12758112,12114687,841576,198151,100,35.4,0.125,-,-,-
NHS213,ALARCREASE_R1/,HV13,Skin,SRA_Bioproject_46333,3114416,116592,278222,2997824,2836194,207467,45837,100,35.3,0.126,-,-,-
NHS214,ANTECUBITALFOSSA_R1/,HV13,Skin,SRA_Bioproject_46333,26545986,1160124,2088489,25385862,24457497,1423146,494781,100,35.2,0.139,-,-,-
NHS215,BACK_C1/,HV13,Skin,SRA_Bioproject_46333,12115699,676397,1322121,11439302,10793578,906976,261252,99.8,34.8,0.17,-,-,-
NHS216,CHEEK_R1/,HV13,Skin,SRA_Bioproject_46333,3751008,287685,519449,3463323,3231559,336915,105151,99.3,34.4,0.22,-,-,-
NHS217,EXTERNALAUDITORYCANAL_R1/,HV13,Skin,SRA_Bioproject_46333,2120659,90813,215335,2029846,1905324,159276,34754,100,35.2,0.138,-,-,-
NHS218,GLABELLA_C1/,HV13,Skin,SRA_Bioproject_46333,3412064,130711,332575,3281353,3079489,250993,49129,100,35.3,0.127,-,-,-
NHS219,HYPOTHENARPALM_R1/,HV13,Skin,SRA_Bioproject_46333,86433247,4281302,8647294,82151945,77785953,5859451,1493459,47.9,35.0,0.146,-,-,-
NHS220,INGUINALCREASE_R1/,HV13,Skin,SRA_Bioproject_46333,8514808,497446,1138174,8017362,7376634,820800,180072,99.9,34.7,0.187,-,-,-
NHS221,INTERDIGITALWEB_R1/,HV13,Skin,SRA_Bioproject_46333,33326519,1537685,3018012,31788834,30308507,2049818,569491,100,35.1,0.142,-,-,-
NHS222,MANUBRIUM_C1/,HV13,Skin,SRA_Bioproject_46333,8081669,663113,1272280,7418556,6809389,831805,222638,99.2,34.3,0.229,-,-,-
NHS223,OCCIPUT_C1/,HV13,Skin,SRA_Bioproject_46333,4789330,233532,530229,4555798,4259101,383678,86981,100,34.9,0.152,-,-,-
NHS224,PLANTARHEEL_R1/,HV13,Skin,SRA_Bioproject_46333,12901658,633899,1373399,12267759,11528259,993424,253924,100,35.1,0.135,-,-,-
NHS225,POPLITEALFOSSA_R1/,HV13,Skin,SRA_Bioproject_46333,24982483,1277494,3081669,23704989,21900814,2238646,434471,100,35.0,0.147,-,-,-
NHS226,RETROAURICULARCREASE_R1/,HV13,Skin,SRA_Bioproject_46333,1978773,84008,200585,1894765,1778188,148012,31435,100,35.1,0.139,-,-,-
NHS227,TOENAIL_R1/,HV13,Skin,SRA_Bioproject_46333,2380869,164216,311697,2216653,2069172,205075,57594,99.5,34.9,0.202,-,-,-
NHS228,TOEWEBSPACE_R1/,HV13,Skin,SRA_Bioproject_46333,15972849,756345,1911390,15216504,14061459,1403641,248596,100,35.3,0.166,-,-,-
NHS229,VOLARFOREARM_R1/,HV13,Skin,SRA_Bioproject_46333,12459852,540950,1329727,11918902,11130125,987570,198793,100,35.0,0.142,-,-,-
NHS230,ALARCREASE_R1/,HV14,Skin,SRA_Bioproject_46333,11900430,568350,1338517,11332080,10561913,983574,213407,100,35.0,0.149,-,-,-
NHS231,ANTECUBITALFOSSA_R1/,HV14,Skin,SRA_Bioproject_46333,103331589,6643302,11855696,96688287,91475893,7755924,2543530,11.2,34.7,0.158,-,-,-
NHS232,BACK_C1/,HV14,Skin,SRA_Bioproject_46333,40378138,6612189,3968646,33765949,36409492,1918464,4562007,97.4,33.3,0.339,-,-,-
NHS233,CHEEK_R1/,HV14,Skin,SRA_Bioproject_46333,9366961,754806,1020373,8612155,8346588,627304,361737,99.2,34.3,0.231,-,-,-
NHS234,EXTERNALAUDITORYCANAL_R1/,HV14,Skin,SRA_Bioproject_46333,3054407,148035,282657,2906372,2771750,198713,64091,100,35.0,0.15,-,-,-
NHS235,GLABELLA_C1/,HV14,Skin,SRA_Bioproject_46333,5361575,344262,542821,5017313,4818754,367411,168852,99.9,34.5,0.179,-,-,-
NHS236,HYPOTHENARPALM_R1/,HV14,Skin,SRA_Bioproject_46333,48382815,2431155,4179422,45951660,44203393,2769361,1021094,6.61,35.1,0.145,-,-,-
NHS237,INGUINALCREASE_R1/,HV14,Skin,SRA_Bioproject_46333,7315109,352833,868502,6962276,6446607,651963,136294,100,35.0,0.164,-,-,-
NHS238,INTERDIGITALWEB_R1/,HV14,Skin,SRA_Bioproject_46333,9070041,487761,809695,8582280,8260346,527556,205622,100,35.0,0.157,-,-,-
NHS239,MANUBRIUM_C1/,HV14,Skin,SRA_Bioproject_46333,14943891,842314,1741348,14101577,13202543,1224788,325754,100,34.7,0.166,-,-,-
NHS240,OCCIPUT_C1/,HV14,Skin,SRA_Bioproject_46333,13492167,623820,1285526,12868347,12206641,911096,249390,100,35.1,0.156,-,-,-
NHS241,PLANTARHEEL_R1/,HV14,Skin,SRA_Bioproject_46333,11878994,482020,1020310,11396974,10858684,722481,184191,100,35.6,0.147,-,-,-
NHS242,POPLITEALFOSSA_R1/,HV14,Skin,SRA_Bioproject_46333,71391195,4998269,11892763,66392926,59498432,8425897,1531403,35.3,34.5,0.172,-,-,-
NHS243,RETROAURICULARCREASE_R1/,HV14,Skin,SRA_Bioproject_46333,9008087,356252,827131,8651835,8180956,610351,139472,100,35.2,0.128,-,-,-
NHS244,TOENAIL_R1/,HV14,Skin,SRA_Bioproject_46333,612329,32422,62856,579907,549473,42197,11763,100,35.4,0.168,-,-,-
NHS245,TOEWEBSPACE_R1/,HV14,Skin,SRA_Bioproject_46333,24235288,1227540,2369680,23007748,21865608,1638073,495933,100,35.2,0.169,-,-,-
NHS246,VOLARFOREARM_R1/,HV14,Skin,SRA_Bioproject_46333,13276656,625221,1355265,12651435,11921391,978790,248746,100,35.1,0.132,-,-,-
NHS247,ALARCREASE_R1/,HV15,Skin,SRA_Bioproject_46333,3250439,151614,354814,3098825,2895625,259095,55895,100,34.9,0.147,-,-,-
NHS248,ANTECUBITALFOSSA_R1/,HV15,Skin,SRA_Bioproject_46333,91932750,4929380,10761308,87003370,81171442,7494547,1662619,1.34,34.9,0.16,-,-,-
NHS249,BACK_C1/,HV15,Skin,SRA_Bioproject_46333,20614801,1532484,2639779,19082317,17975022,1717618,610323,99.3,34.3,0.223,-,-,-
NHS250,CHEEK_R1/,HV15,Skin,SRA_Bioproject_46333,1390305,115587,205525,1274718,1184780,129993,40055,99.2,34.4,0.228,-,-,-
NHS251,EXTERNALAUDITORYCANAL_R1/,HV15,Skin,SRA_Bioproject_46333,13177650,352261,905118,12825389,12272532,691376,138519,100,35.8,0.115,-,-,-
NHS252,GLABELLA_C1/,HV15,Skin,SRA_Bioproject_46333,9086510,700071,1322842,8386439,7763668,865937,243166,99.3,34.3,0.224,-,-,-
NHS253,HYPOTHENARPALM_R1/,HV15,Skin,SRA_Bioproject_46333,48447015,2499835,4305075,45947180,44141940,2845815,1040575,6.55,35.1,0.148,-,-,-
NHS254,INGUINALCREASE_R1/,HV15,Skin,SRA_Bioproject_46333,7147674,515709,1007891,6631965,6139783,670126,177944,99.4,34.5,0.214,-,-,-
NHS255,INTERDIGITALWEB_R1/,HV15,Skin,SRA_Bioproject_46333,33489270,1679228,4086143,31810042,29403127,3021799,614884,100,35.1,0.145,-,-,-
NHS256,MANUBRIUM_C1/,HV15,Skin,SRA_Bioproject_46333,25483058,1965000,3439842,23518058,22043216,2216424,741582,99.3,34.4,0.221,-,-,-
NHS257,OCCIPUT_C1/,HV15,Skin,SRA_Bioproject_46333,21489759,1024263,2908498,20465496,18581261,2255355,371120,100,34.9,0.157,-,-,-
NHS258,PLANTARHEEL_R1/,HV15,Skin,SRA_Bioproject_46333,19184034,1177086,2146194,18006948,17037840,1438448,469340,99.8,34.9,0.182,-,-,-
NHS259,POPLITEALFOSSA_R1/,HV15,Skin,SRA_Bioproject_46333,112503571,7037642,20026488,105465929,92477083,14868255,1879409,18.5,34.6,0.178,-,-,-
NHS260,RETROAURICULARCREASE_R1/,HV15,Skin,SRA_Bioproject_46333,2915959,142354,307459,2773605,2608500,219252,54147,100,34.9,0.151,-,-,-
NHS261,TOENAIL_R1/,HV15,Skin,SRA_Bioproject_46333,14192101,506799,1396422,13685302,12795679,1073873,184250,100,35.6,0.126,-,-,-
NHS262,TOEWEBSPACE_R1/,HV15,Skin,SRA_Bioproject_46333,14378903,830848,1941448,13548055,12437455,1407069,296469,99.8,34.8,0.184,-,-,-
HMS1,lretroauricularcrease3_,158802708,Skin,-,70399683,25888512,28496436,44511171,41903247,6077092,3469168,2.34,34.2,0.209,-,-,-
HMS2,rretroauricularcrease3_,158802708,Skin,-,55707260,21988284,23773195,33718976,31934065,4506554,2721643,98.7,34.2,0.22,-,-,-
HMS3,lretroauricularcrease1_,158883629,Skin,-,55873284,55120887,55233963,752397,639321,169823,56747,96.9,33.9,0.291,-,-,-
HMS4,rretroauricularcrease3_,158944319,Skin,-,56469355,31094691,32650588,25374664,23818767,3605087,2049190,98.7,34.1,0.226,-,-,-
HMS5,lretroauricularcrease3_,159207311,Skin,-,70900307,56196427,56988119,14703880,13912188,1972639,1180947,98.8,34.2,0.222,-,-,-
HMS6,rretroauricularcrease3_,159207311,Skin,-,72460198,27507604,30238245,44952594,42221953,6285999,3555358,3.26,34.2,0.211,-,-,-
HMS7,rretroauricularcrease3_,159268001,Skin,-,53777762,39347682,40248630,14430080,13529132,1970946,1069998,98.8,34.5,0.215,-,-,-
HMS8,leftretroauricularcrease1_,159450072,Skin,-,1847408,901473,1123616,945935,723792,242893,20750,90.5,33.0,0.523,-,-,-
HMS9,rightretroauricularcrease2_,159490532,Skin,-,26934230,1975206,2876938,24959024,24057292,1175650,273918,95.7,34.4,0.34,-,-,-
HMS10,leftretroauricularcrease2_,159571453,Skin,-,7355627,1552016,1814233,5803611,5541394,394739,132522,91.9,33.4,0.488,-,-,-
HMS11,leftretroauricularcrease1_,159591683,Skin,-,11284674,3451516,3633054,7833158,7651620,747394,565856,90.8,33.4,0.536,-,-,-
HMS12,leftretroauricularcrease2_,159591683,Skin,-,21699040,5292948,5784651,16406092,15914389,826736,335033,89.2,33.3,0.558,-,-,-
HMS13,rightretroauricularcrease1_,159591683,Skin,-,26156793,3527653,5273322,22629140,20883471,2110888,365219,92.9,33.6,0.489,-,-,-
HMS14,rightretroauricularcrease2_,159591683,Skin,-,23089540,3080437,3819042,20009103,19270498,1324418,585813,95.5,34.1,0.368,-,-,-
HMS15,leftretroauricularcrease2_,159611913,Skin,-,1621181,399113,546671,1222068,1074510,174590,27032,87.2,33.2,0.576,-,-,-
HMS16,rightretroauricularcrease2_,159611913,Skin,-,5582309,1322919,1624620,4259390,3957689,378502,76801,89.4,33.3,0.565,-,-,-
HMS17,lretroauricularcrease2_,159753524,Skin,-,60409033,35448244,36572435,24960789,23836598,3012144,1887953,99,34.5,0.207,-,-,-
HMS18,lretroauricularcrease3_,159753524,Skin,-,66533650,40741268,42073166,25792382,24460484,3308485,1976587,99,34.4,0.208,-,-,-
HMS19,rretroauricularcrease2_,159753524,Skin,-,63717089,33748420,35269285,29968669,28447804,3782571,2261706,98.9,34.5,0.206,-,-,-
HMS20,rretroauricularcrease3_,159753524,Skin,-,64593080,40688657,41645816,23904423,22947264,2593138,1635979,99.2,34.8,0.188,-,-,-
HMS21,lretroauricularcrease2_,160178356,Skin,-,59454363,49953585,50417312,9500778,9037051,1143883,680156,99,34.6,0.212,-,-,-
HMS22,lretroauricularcrease3_,160178356,Skin,-,54796428,48306920,48713518,6489508,6082910,904621,498023,98.7,34.4,0.233,-,-,-
HMS23,rretroauricularcrease3_,160178356,Skin,-,52975913,33090172,34211576,19885741,18764337,2538206,1416802,98.9,34.7,0.204,-,-,-
HMS24,lretroauricularcrease2_,160319967,Skin,-,61010910,44785027,45798638,16225883,15212272,2269818,1256207,98.7,34.2,0.224,-,-,-
HMS25,lretroauricularcrease3_,160319967,Skin,-,51083803,41257032,41902882,9826771,9180921,1429582,783732,98.6,34.2,0.234,-,-,-
HMS26,rretroauricularcrease2_,160319967,Skin,-,59492025,54497220,54842805,4994805,4649220,738425,392840,98.6,34.5,0.233,-,-,-
HMS27,lretroauricularcrease2_,160380657,Skin,-,46948245,45191271,45352411,1756974,1595834,297339,136199,98,34.1,0.259,-,-,-
HMS28,leftretroauricularcrease1_,160400887,Skin,-,20121569,4971561,5376612,15150008,14744957,731636,326585,90.3,33.3,0.515,-,-,-
HMS29,rightretroauricularcrease1_,160400887,Skin,-,33778786,6606807,7151611,27171979,26627175,1102982,558178,90.6,33.4,0.563,-,-,-
HMS30,lretroauricularcrease2_,160502038,Skin,-,61787843,57328076,57533203,4459767,4254640,494437,289310,99.1,35.0,0.202,-,-,-
HMS31,lretroauricularcrease3_,160502038,Skin,-,54302445,35992381,37175386,18310064,17127059,2470933,1287928,98.9,34.6,0.207,-,-,-
HMS32,rretroauricularcrease3_,160502038,Skin,-,43792821,32652501,33420764,11140320,10372057,1652296,884033,98.5,34.2,0.236,-,-,-
HMS33,rretroauricularcrease2_,160582958,Skin,-,72707990,59223732,59936182,13484258,12771808,1797651,1085201,98.8,34.3,0.222,-,-,-
HMS34,leftretroauricularcrease1_,160603188,Skin,-,37223966,4617689,5482449,32606277,31741517,1222726,357966,96.6,34.3,0.298,-,-,-
HMS35,lretroauricularcrease2_,160603188,Skin,-,69925652,46573982,48036835,23351670,21888817,3310753,1847900,98.8,34.3,0.217,-,-,-
HMS36,lretroauricularcrease3_,160603188,Skin,-,75990756,58121263,59053866,17869493,16936890,2375603,1443000,98.8,34.2,0.221,-,-,-
HMS37,rightretroauricularcrease1_,160603188,Skin,-,30800898,6351630,7438465,24449268,23362433,1322924,236089,91,33.5,0.538,-,-,-
HMS38,rretroauricularcrease3_,160603188,Skin,-,62390053,24587473,26514484,37802580,35875569,5028696,3101685,98.8,34.2,0.219,-,-,-
HMS39,rightretroauricularcrease2_,763496533,Skin,-,3617816,755690,1246006,2862126,2371810,544083,53767,90.4,33.8,0.52,-,-,-
HMS40,leftretroauricularcrease2_,763961826,Skin,-,2817124,93115,152394,2724009,2664730,72773,13494,97.7,35.1,0.212,-,-,-
HMS41,rightretroauricularcrease2_,763961826,Skin,-,1404562,149892,179480,1254670,1225082,46235,16647,98.1,35.6,0.15,-,-,-
HMS42,rightretroauricularcrease1_,764042746,Skin,-,6574114,2250658,3122836,4323456,3451278,993392,121214,90.2,33.3,0.558,-,-,-
HMS43,leftretroauricularcrease2_,764083206,Skin,-,3374679,227600,268601,3147079,3106078,64229,23228,98.5,35.5,0.169,-,-,-
HMS44,rightretroauricularcrease2_,764083206,Skin,-,9183359,663499,996777,8519860,8186582,428369,95091,97,34.9,0.224,-,-,-
HMS45,rightretroauricularcrease2_,764224817,Skin,-,8224020,999198,1785881,7224822,6438139,869926,83243,92.2,33.7,0.493,-,-,-
HMS46,rightretroauricularcrease2_,764305738,Skin,-,5270514,2674925,2678022,2595589,2592492,336884,333787,94.5,34.3,0.285,-,-,-
HMS47,rightretroauricularcrease2_,764447348,Skin,-,1965640,651706,1176106,1313934,789534,563088,38688,88.9,33.6,0.541,-,-,-
HMS48,rightretroauricularcrease2_,765094712,Skin,-,8206395,745660,1504405,7460735,6701990,804919,46174,94.7,34.3,0.363,-,-,-
